GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiSinkFactory,8,0,0,0,2,0,2,0,2,0
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiSink,256,695,35,22,101,248,56,108,30,104
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiParserModule,4,0,0,0,2,0,1,0,1,0
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiParser,28,300,3,21,3,76,3,15,0,6
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiMarkup,0,5,0,0,0,1,0,1,0,1
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,SectionBlockParser,27,130,4,18,4,28,4,15,0,8
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TextParser,8,691,5,63,1,125,5,44,0,15
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,VerbatimBlock,0,11,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,HRuleBlockParser,5,53,2,6,1,17,2,6,0,4
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,10,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,UnorderedListBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TableCellHeaderBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,SectionBlock,79,127,3,5,15,29,3,12,1,10
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ListBlock,0,4,0,0,0,2,0,1,0,1
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,BoldBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ImageBlock,29,27,3,3,9,10,5,2,2,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ListItemBlock,12,95,9,15,1,27,8,11,0,7
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TableRowBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TextBlock,24,42,1,5,2,15,2,7,1,5
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ParagraphBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,XHTMLBlock,32,18,6,2,10,7,6,2,2,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,WikiWordBlock,5,97,3,11,1,24,3,10,0,6
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,LinkBlock,13,74,3,9,3,19,4,7,1,4
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,XHTMLWikiWordLinkResolver,0,14,0,0,0,2,0,2,0,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,NumeratedListBlock,11,32,2,2,2,11,3,4,1,4
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},0,8,0,0,0,2,0,2,0,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},0,8,0,0,0,2,0,2,0,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},0,8,0,0,0,2,0,2,0,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ParagraphBlockParser,34,208,8,36,7,56,8,24,0,10
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,AbstractFatherBlock,14,109,3,17,1,29,3,12,0,5
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},0,16,0,0,0,2,0,2,0,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},0,16,0,0,0,2,0,2,0,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,AnchorBlock,8,41,1,5,2,15,2,6,1,4
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TableBlockParser,16,137,7,15,2,23,7,9,0,5
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,HorizontalRuleBlock,0,25,0,6,0,6,0,7,0,4
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,FormatedTextParser,5,384,4,54,1,67,4,33,0,8
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TreeListBuilder.TreeComponent,61,69,6,4,12,19,6,8,2,7
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TableBlock,0,40,0,2,0,12,0,5,0,4
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TableCellBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,MonospaceBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ItalicBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TreeListBuilder,9,172,3,17,2,34,3,12,0,5
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,VerbatimBlockParser,5,90,2,4,1,17,2,5,0,4
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,NopBlock,17,4,4,0,3,2,4,2,2,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser,11,200,5,19,1,38,5,12,0,5
